Alphabets,Colors,Digits,Arithmetic,Shapes,Objects,Emotions,Sound,Communication,Actions,Recommended Lessons
5.29,2.53,6,9,8,5,2.31,5.39,4.27,6.96,Alphabets Colors Objects Emotions Sound Communication
8.26,7,4,1.77,3.41,0,6,0,2,5.63, Digits Arithmetic Shapes Objects Sound Communication Actions
3,6.08,5.18,3.12,3.47,6.73,6,1.75,0.38,3.08,Alphabets Digits Arithmetic Shapes Sound Communication Actions
1.21,3.51,0,2.45,6.58,7,0,4.67,0.33,7.25,Alphabets Colors Digits Arithmetic Emotions Sound Communication
4.64,5,0,5.64,7.26,6.89,1.71,6.4,6.35,8.91,Alphabets Colors Digits Arithmetic Emotions
7.57,2,4.85,0,8.52,4.71,1.67,0.67,0,5, Colors Digits Arithmetic Objects Emotions Sound Communication Actions
3.24,0,8.21,7.73,6.13,3.02,0,3.73,0,0.8,Alphabets Colors Objects Emotions Sound Communication Actions
0,4,1,9,7,0.57,2.86,5,1,5.88,Alphabets Colors Digits Objects Emotions Sound Communication Actions
4.84,2.99,10,1.58,0,9,2.18,0.36,2.16,5.14,Alphabets Colors Arithmetic Shapes Emotions Sound Communication Actions
4.46,5.02,1,8,0,5.34,3.88,5.08,5.82,4.72,Alphabets Colors Digits Shapes Objects Emotions Sound Communication Actions
0,0,1,5,5,8.3,1.63,0.9,8,10,Alphabets Colors Digits Arithmetic Shapes Emotions Sound
1.33,0.03,9,1.35,5,1,0,0,0,5.64,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
7,7.8,8,0,0,8.17,7.47,10,3.07,0, Arithmetic Shapes Communication Actions
7.97,8.85,4,8,1,4.1,10,5,4.66,0, Digits Shapes Objects Sound Communication Actions
2.18,0,2.45,5,5.76,0.12,5,0.9,0.73,0,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
0,4,8.03,3.87,1.81,5.93,2,4.33,10,2,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Actions
2.04,7.65,2,0,6,9.4,6,2,0,0,Alphabets Digits Arithmetic Sound Communication Actions
1,5.79,7.46,0,9,6,8.6,5,6.85,9,Alphabets Colors Arithmetic Sound
1.28,5,5.9,3.14,7,4,9,2.31,7.71,0,Alphabets Colors Digits Arithmetic Objects Sound Actions
5.97,8,6.02,1.98,1.8,8.41,1.73,0,0,5,Alphabets Arithmetic Shapes Emotions Sound Communication Actions
7.24,0.04,10,0,7,9.77,0,1.97,6.1,4.1, Colors Arithmetic Emotions Sound Actions
7,1,7.13,6,6.46,7,0,2,4,3.3, Colors Emotions Sound Communication Actions
10,6.7,0,9,7.16,7.65,0.39,0,0,9.06, Digits Emotions Sound Communication
6.9,3.83,4,5,8.24,3,9,3,6.81,2, Colors Digits Arithmetic Objects Sound Actions
7.92,4,3.54,3.85,8.86,2.61,4.79,0,7.38,2, Colors Digits Arithmetic Objects Emotions Sound Actions
4.39,8.81,8,2,3.44,0,2,0,1,3.52,Alphabets Arithmetic Shapes Objects Emotions Sound Communication Actions
4.44,0,1.26,5.07,8.01,7,1.47,0.24,2,6.77,Alphabets Colors Digits Arithmetic Emotions Sound Communication
1.25,4,8,6,10,0.19,4,4.86,7.64,4,Alphabets Colors Objects Emotions Sound Actions
5.78,3.04,6,7.42,2.72,8,7.71,6.66,3.82,0,Alphabets Colors Shapes Communication Actions
8,0.98,3.36,0.57,2.57,0,7.42,7.31,3,7.28, Colors Digits Arithmetic Shapes Objects Communication
2.56,6.78,2.46,0,2.92,4.38,0.81,0,4.48,6.7,Alphabets Digits Arithmetic Shapes Objects Emotions Sound Communication
10,0,4.91,5.46,6.94,9,10,6.2,2.31,7.32, Colors Digits Arithmetic Communication
5,7,0,9,2,0,7,4.06,7.83,1.65,Alphabets Digits Shapes Objects Sound Actions
1.16,3,7.08,0,7.82,0,0,1.85,0,0,Alphabets Colors Arithmetic Objects Emotions Sound Communication Actions
9.25,4.37,1.03,1.82,7.07,3.04,3,10,7.31,3.6, Colors Digits Arithmetic Objects Emotions Actions
0.94,2,3,7.35,1.42,6.93,7,4.88,3.89,0.94,Alphabets Colors Digits Shapes Sound Communication Actions
1,9,8.52,3,0,0,7.26,6,5.95,0.81,Alphabets Arithmetic Shapes Objects Communication Actions
3,6.32,4.4,4.95,4.05,0,0,9,10,9,Alphabets Digits Arithmetic Shapes Objects Emotions
5,0,3,0,1.57,0,8.4,0,6.1,2.78,Alphabets Colors Digits Arithmetic Shapes Objects Sound Actions
10,6.85,6.61,6,4.38,10,2.51,0,0.85,6, Shapes Emotions Sound Communication
5.92,7,10,0.33,0,0,1.87,0,0.42,8,Alphabets Arithmetic Shapes Objects Emotions Sound Communication
9,1.2,2.72,5.38,0,2.82,7,6,3.76,3, Colors Digits Arithmetic Shapes Objects Communication Actions
8.38,2.23,2.12,1.05,1.96,10,9,7.27,7.85,0.35, Colors Digits Arithmetic Shapes Actions
3,4.25,4.83,2.98,5.54,7.44,0,4.74,9.01,9.36,Alphabets Colors Digits Arithmetic Shapes Emotions Sound
3.87,3,1,9.67,1.12,5,2,2.56,7.38,0.35,Alphabets Colors Digits Shapes Objects Emotions Sound Actions
3.88,0.12,5.57,0,2.9,5.52,0,4.3,2.73,3.14,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
10,0,7,7.18,2.49,2,2,0,2.76,5.96, Colors Shapes Objects Emotions Sound Communication Actions
10,1.53,0,7.36,0,3.25,7.29,7,7.08,0, Colors Digits Shapes Objects Actions
3.5,5,8.69,8.14,8.27,9,3,10,4,1,Alphabets Colors Emotions Communication Actions
8.79,3.51,10,0,8,4.82,5,10,6.57,5, Colors Arithmetic Objects Emotions Actions
7.62,3.15,4,6.26,7.27,2.05,0,0,0,2.55, Colors Digits Objects Emotions Sound Communication Actions
7,10,0,6.17,6.85,0,8.83,2.12,2.81,0.49, Digits Objects Sound Communication Actions
5,8.74,0,4,0,2.7,7.5,9,9.9,2,Alphabets Digits Arithmetic Shapes Objects Actions
3,4.77,8.85,0,6.94,0,1.99,0,4.04,5.13,Alphabets Colors Arithmetic Objects Emotions Sound Communication Actions
2,9,0,9,2.69,0,0,7.87,4.74,0,Alphabets Digits Shapes Objects Emotions Communication Actions
3.18,1.28,2,3.22,1.07,9,1.84,2.85,6,0,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Actions
7.7,0,6,8,9,0,0,1,3.06,0, Colors Objects Emotions Sound Communication Actions
6.67,1.72,6.9,6,3.69,6,3.98,1.34,10,0, Colors Shapes Emotions Sound Actions
6.68,3.51,0.87,3.18,0,0,0,0,2.28,0, Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
5,8,7,10,7,4.28,2.46,5.8,6.1,10,Alphabets Objects Emotions Sound
0,2.27,7.97,0,5.7,1.07,0,6.07,0.1,0,Alphabets Colors Arithmetic Shapes Objects Emotions Communication Actions
5.36,7.92,9,8,4.65,9.44,8,5.08,4.18,0,Alphabets Shapes Sound Communication Actions
4.45,4,1.88,5.78,7.37,8,7.13,6.33,0.74,7.1,Alphabets Colors Digits Arithmetic Communication
2.86,3.64,7.84,0,6.53,1.44,4.49,4.77,6.22,10,Alphabets Colors Arithmetic Objects Emotions Sound
9.58,8.66,0,4.07,0.42,5.07,0.68,8,0.26,3, Digits Arithmetic Shapes Objects Emotions Communication Actions
3.97,8,8.08,4,0.92,4.45,5,0,7.41,5.23,Alphabets Arithmetic Shapes Objects Emotions Sound Actions
5.65,6.05,6,6.05,4,4,8,2.88,6.93,9,Alphabets Shapes Objects Sound
8,6.91,4.81,4.79,0,0,0,0,7.85,10, Digits Arithmetic Shapes Objects Emotions Sound
0.41,6.6,0,1.29,0,3,8,3.41,3.84,3,Alphabets Digits Arithmetic Shapes Objects Sound Communication Actions
1,4.88,2,3,6,1.56,5.17,2,7.34,4.57,Alphabets Colors Digits Arithmetic Objects Emotions Sound Actions
2.63,0,5.23,7.01,5.56,0,9.05,3.16,2.54,5.29,Alphabets Colors Digits Shapes Objects Sound Communication Actions
1.01,0,7.62,5.89,9,1.13,1.29,3.41,8,9.55,Alphabets Colors Arithmetic Objects Emotions Sound
0,0.29,1.29,0,4,9,0.9,8,0,0.74,Alphabets Colors Digits Arithmetic Shapes Emotions Communication Actions
4.98,2,7,9,6.99,8,10,7.03,4,0,Alphabets Colors Communication Actions
2.14,0.3,1,1.93,1,7,0,6.32,9,0,Alphabets Colors Digits Arithmetic Shapes Emotions Actions
3,5,8.6,0,3.7,3.4,2,0,4.62,3.28,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
5.36,5.14,6,2.93,2,0,7.87,3.71,3,3.63,Alphabets Colors Arithmetic Shapes Objects Sound Communication Actions
6,5.6,0.42,2,0,1.38,9,6.49,4.82,0.15, Colors Digits Arithmetic Shapes Objects Communication Actions
4.39,1.17,1.67,0.37,1.97,6.45,5.43,3,8,5.58,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Actions
1.22,2.12,6.49,0,0,4.2,4.2,0,7.36,8.65,Alphabets Colors Arithmetic Shapes Objects Emotions Sound
7.56,3,10,7.32,0,8.21,5.86,4.92,5.49,0.17, Colors Shapes Emotions Sound Communication Actions
0,3.73,9.25,4,1.78,0,2.57,0,6.84,7,Alphabets Colors Arithmetic Shapes Objects Emotions Sound
1,2.8,4.59,0.08,0,4.05,0,4,5.97,10,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication
5,1.98,2.24,5,9,5,2.38,0.37,8.08,2.12,Alphabets Colors Digits Arithmetic Objects Emotions Sound Actions
6.14,3,5.43,2,4.91,4.54,5,1.64,0,2, Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
5,5,5.95,0.86,6,7.72,7.78,0,3.64,3.38,Alphabets Colors Digits Arithmetic Sound Communication Actions
6.83,5,0,1,4,5.98,3.83,9.53,5.84,0, Colors Digits Arithmetic Shapes Objects Emotions Communication Actions
9,0,0,3,3.12,7.97,7,0,0.04,0, Colors Digits Arithmetic Shapes Sound Communication Actions
8,7.87,6.06,4.55,5,6,0,6.9,6.94,0, Arithmetic Shapes Emotions Actions
1.12,6.99,6.92,0,1,7.55,4,0,5.29,2.41,Alphabets Arithmetic Shapes Emotions Sound Communication Actions
4.2,5.68,0,2.57,4.96,8.3,9,0,7,6.64,Alphabets Colors Digits Arithmetic Shapes Sound
5.99,2.02,7.51,2.83,5.65,0,0,0,4.8,6.5,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Communication
4,0.17,2.67,0.02,6.36,0,10,0,0,4,Alphabets Colors Digits Arithmetic Objects Sound Communication Actions
7,8.04,4.04,6.8,0.94,0.13,3.29,1.05,7.92,8.11, Digits Shapes Objects Emotions Sound
0,8.6,8,1,7,4,2,3.79,2.18,6.39,Alphabets Arithmetic Objects Emotions Sound Communication
8,4.12,6.6,0,0,0,2.17,10,2.71,0.87, Colors Arithmetic Shapes Objects Emotions Communication Actions
4.06,1,0,3.76,0,4.96,0,0,10,4,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Actions
0,8.44,0.16,5.94,4,7,1.74,0,1.01,3.17,Alphabets Digits Arithmetic Shapes Emotions Sound Communication Actions
5.25,10,7.11,2.47,0,5.46,0,1.2,6.85,9,Alphabets Arithmetic Shapes Objects Emotions Sound
3.24,6.55,4.87,3.78,3.96,4.77,7,7,4,8.25,Alphabets Digits Arithmetic Shapes Objects Communication
8.68,5.46,9,5.33,0,4,4,0,0,2.61, Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
7.31,1.67,0.59,2,4.37,1.75,0,6.48,3,4.32, Colors Digits Arithmetic Shapes Objects Emotions Communication Actions
7,0,3.52,7.86,10,8.99,1,5.62,8.21,7.84, Colors Digits Emotions Sound
7.13,0,4.74,6.9,3.82,9,2.53,5.41,6.94,0, Colors Digits Shapes Emotions Sound Actions
8,8,8.46,2.78,0,1.48,0,0,0,2.07, Arithmetic Shapes Objects Emotions Sound Communication Actions
0,1.91,7.05,10,6.92,1.98,0,2.03,2,2.92,Alphabets Colors Objects Emotions Sound Communication Actions
6.75,7,0.58,5.18,7,3.96,6.88,3.7,5,6.28, Digits Arithmetic Objects Sound Communication
6,4,10,0.69,6,4.54,2.81,7,5.35,6, Colors Arithmetic Objects Emotions Communication
4.96,5.45,5.66,0,1.84,3.04,1.23,5,4.92,0,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
0,8.17,1.44,0,9.54,9.32,0,2,0,7.57,Alphabets Digits Arithmetic Emotions Sound Communication
2,2.24,8,7.51,3.95,1,8,0,8.2,7.99,Alphabets Colors Shapes Objects Sound
0,10,7,0,7.39,4,7.45,3,2,0,Alphabets Arithmetic Objects Sound Communication Actions
0.97,8.93,7.31,0,8,8.72,0,6,0.27,7.57,Alphabets Arithmetic Emotions Communication
9.76,0,7.13,5,8.54,5.59,5.15,8.26,8.18,0.35, Colors Arithmetic Objects Emotions Actions
8.98,0.73,6.59,6.76,3,1.14,0.58,8.67,5.88,2.32, Colors Shapes Objects Emotions Communication Actions
6,0,7.73,2.9,1.27,1,0.87,0.94,3.2,5, Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
10,7.24,1.83,0.68,2.89,4.86,9.13,8,0,3, Digits Arithmetic Shapes Objects Communication Actions
7.23,5.91,0,5.41,1,6,4,9,4,0.28, Colors Digits Arithmetic Shapes Emotions Communication Actions
0,0,0,3,8.61,0,0,0.6,8,8.78,Alphabets Colors Digits Arithmetic Objects Emotions Sound
7.87,3.67,0,5.81,7.18,5.97,4,7.34,8.4,3.01, Colors Digits Arithmetic Objects Emotions Actions
0.01,3.83,0,5,1.44,0,5.71,0,0,9.48,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication
8,9.47,3.17,4.49,5,4,3,5.19,7.8,2.61, Digits Arithmetic Shapes Objects Emotions Sound Actions
6,7.44,3.93,2,0,0,4.96,0.16,9,3.01, Digits Arithmetic Shapes Objects Emotions Sound Actions
4.99,9,0,4.31,8.34,3.13,0,1,8,0,Alphabets Digits Arithmetic Objects Emotions Sound Actions
0.95,0,0.55,5.2,3.93,10,0,9,4.95,9,Alphabets Colors Digits Arithmetic Shapes Emotions Communication
1,4,7.45,8.02,5.18,0,0,5.01,3,4,Alphabets Colors Shapes Objects Emotions Sound Communication Actions
4.13,8.2,3.04,5.78,0,4.45,3,0,0,6.37,Alphabets Digits Arithmetic Shapes Objects Emotions Sound Communication
10,4,1,6,10,0,6,0.9,7.76,2, Colors Digits Objects Sound Actions
0,0.87,0.24,5.56,1,0.34,0,2,3.68,2,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
8.15,0,1,3.93,4.47,1,1,0.34,8.61,3.63, Colors Digits Arithmetic Shapes Objects Emotions Sound Actions
0.89,2.79,0,5.04,4.22,10,0.79,10,0,0,Alphabets Colors Digits Arithmetic Shapes Emotions Communication Actions
5.9,5.69,4,5,0,7.91,1,0,0.65,3.2,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Communication Actions
0,2,6.29,3.54,1.64,3.88,8.42,0,4.68,1.9,Alphabets Colors Arithmetic Shapes Objects Sound Communication Actions
4,7,6.92,0,9,0,0,9,2.44,0,Alphabets Arithmetic Objects Emotions Communication Actions
0,1.66,3,3.23,8.7,0.36,5.54,0,5.96,0,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication Actions
10,9.79,1,0,8.7,0,2.22,2.91,4.73,0, Digits Arithmetic Objects Emotions Sound Communication Actions
5.01,3.89,7,0,6.5,2.89,8.24,8,2,10,Alphabets Colors Arithmetic Objects Communication
3.07,8.76,1.1,4.93,3.29,7,2.43,4.82,1.27,5.18,Alphabets Digits Arithmetic Shapes Emotions Sound Communication Actions
3,0.61,7,9,6.01,5,8,4.45,5,4.03,Alphabets Colors Objects Sound Communication Actions
3.06,4.52,6.74,0,1,0,4.17,6,4.13,0.15,Alphabets Colors Arithmetic Shapes Objects Emotions Communication Actions
1.47,1.2,2.71,7.04,7,8.64,3,4.65,0.87,0,Alphabets Colors Digits Emotions Sound Communication Actions
7.34,8,7.6,7.8,5.39,0.24,9,1.04,3.65,0, Shapes Objects Sound Communication Actions
2.85,4.92,2.13,8,6.78,2.23,6.8,4.21,2,0.2,Alphabets Colors Digits Objects Sound Communication Actions
5.01,9,3.9,4.74,0.42,1.02,0,0,0.33,0,Alphabets Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
3.9,0,6.57,0,0,0.47,0,2,5.36,2.18,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
6.83,5,2.72,9,0.34,8,7,4.83,2.76,1.48, Colors Digits Shapes Sound Communication Actions
0,6,8,0,7.84,5.15,8.3,1,0.4,9,Alphabets Arithmetic Objects Sound Communication
7.49,7.42,0,7.74,1.76,3.27,5,5.8,5.1,7.16, Digits Shapes Objects Emotions Sound Communication
0,3,2.28,4.55,5,3.5,0,6.41,4.57,6,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Communication
0,4.79,8,8,1.15,0,1.17,2.31,0,1.31,Alphabets Colors Shapes Objects Emotions Sound Communication Actions
0.88,6,9,9.39,0.46,2.77,0.38,5.16,6.51,7.67,Alphabets Shapes Objects Emotions Sound
4.66,4.51,7.06,1.03,4.92,0,0.49,3.92,2.59,0,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
6,8,2,5,0,8.27,2.4,0,4.95,0, Digits Arithmetic Shapes Emotions Sound Communication Actions
2.37,7.46,5.37,4.36,4.4,0,0,3,0,7.22,Alphabets Digits Arithmetic Shapes Objects Emotions Sound Communication
4.4,0,5,3.25,2.3,6.72,6.82,10,6.91,3,Alphabets Colors Digits Arithmetic Shapes Actions
4.37,1.01,0,8,0.93,9,3.48,2.16,5.74,6,Alphabets Colors Digits Shapes Emotions Sound Communication
2.16,4.74,10,8.93,1.39,0,0,4,3.79,1.83,Alphabets Colors Shapes Objects Emotions Sound Communication Actions
1.9,7.31,0.92,2.8,6.04,6.51,1.56,10,9,2.09,Alphabets Digits Arithmetic Emotions Actions
4.9,2.36,6.9,2.14,9,4.76,0,9.38,7.26,4.11,Alphabets Colors Arithmetic Objects Emotions Actions
3,7.55,7.15,1.37,6.07,5.78,9.02,0,8.73,6,Alphabets Arithmetic Objects Sound
1.36,5.55,1.09,4.36,2.71,2.13,8.64,8,0,0,Alphabets Colors Digits Arithmetic Shapes Objects Communication Actions
2,2.75,0.11,1.04,9.04,0,1.82,1,8,9.92,Alphabets Colors Digits Arithmetic Objects Emotions Sound
5.95,0,2.51,0,3,9,4.35,8,0,7.96,Alphabets Colors Digits Arithmetic Shapes Emotions Communication
8,2,1.85,5,8.76,7.28,2,8,2.12,5, Colors Digits Arithmetic Emotions Communication Actions
0,2.82,7,7.58,4.18,0.74,5.98,0.31,4.13,5.19,Alphabets Colors Shapes Objects Emotions Sound Communication Actions
1.76,1.35,1,0.39,2,3,8,7,1.31,8,Alphabets Colors Digits Arithmetic Shapes Objects Communication
0,3.33,0,2.31,7.53,5,1,6,0,6.65,Alphabets Colors Digits Arithmetic Objects Emotions Communication
0,9.38,0.2,3.86,1,6.2,0,1.42,6.97,6.49,Alphabets Digits Arithmetic Shapes Emotions Sound
6,2,6,6,1,2,3,8.09,0,4, Colors Shapes Objects Emotions Communication Actions
8.03,6.13,5.4,8,8,1.93,2,8.77,3.26,0, Digits Objects Emotions Communication Actions
0,9,0,4.58,8,5.07,9.37,6.87,4.66,0.26,Alphabets Digits Arithmetic Objects Communication Actions
0,2.29,7,10,6,0.3,3.52,7.88,1.26,3,Alphabets Colors Objects Emotions Communication Actions
3.67,3.43,2.5,0,6,8,4.67,7.9,3,4.38,Alphabets Colors Digits Arithmetic Emotions Communication Actions
6.76,3.03,0.37,0,0,2.64,5.96,4.62,1.86,0.7, Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
5.98,0,0.23,0,9.84,6.75,0,2,8,2,Alphabets Colors Digits Arithmetic Emotions Sound Actions
7.96,3.84,9,0,6.95,4.28,0,6,8.28,0, Colors Arithmetic Objects Emotions Actions
3,3.06,9.06,0,3,4,2.42,1.37,9,5.67,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Actions
10,0.6,0,9,7.73,5.44,1.89,0,2,8.26, Colors Digits Objects Emotions Sound Communication
1.68,0.74,3.95,3.02,7.36,7.33,4.32,8.97,7.58,0,Alphabets Colors Digits Arithmetic Emotions Actions
7,9.36,0,2,8.33,8,1.49,8.75,5,2, Digits Arithmetic Emotions Communication Actions
8,1.19,0.95,7.74,3.13,1.45,0,7.47,6,2.86, Colors Digits Shapes Objects Emotions Actions
10,0,1,0,4.84,4.32,1.76,0,4.7,1.34, Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
8.49,5.86,7.67,1.65,0,1.91,0,0.56,6.21,2.51, Colors Arithmetic Shapes Objects Emotions Sound Actions
6.54,8.69,0,4.62,9,8,2.94,0,2.59,4.45, Digits Arithmetic Emotions Sound Communication Actions
7,4.93,0.27,6.07,9,3,0.94,5.29,2.08,9, Colors Digits Objects Emotions Sound Communication
2,6.19,0,5,7,0,0,5.23,0,8,Alphabets Digits Arithmetic Objects Emotions Sound Communication
7.34,9.01,0,8,0,2,5,0,4.67,9, Digits Shapes Objects Emotions Sound Communication
2.76,3,0.58,0,5.84,5,7.09,2,2,1,Alphabets Colors Digits Arithmetic Shapes Objects Sound Communication Actions
3.37,5,4.61,5.93,8.2,0.94,5,4,1,0,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication Actions
8.07,2.65,0.86,1,2.43,5.7,0,1.38,0,2, Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
3,5,0,10,3.92,2.76,5,4.73,2,4.4,Alphabets Colors Digits Shapes Objects Emotions Sound Communication Actions
6.67,4.93,1.56,5,4.82,0.59,2.88,0.71,0.48,7.65, Colors Digits Arithmetic Shapes Objects Emotions Sound Communication
5.56,0,6.93,8,2.68,3,4,9,4.84,0.41,Alphabets Colors Shapes Objects Emotions Communication Actions
7,4.75,0,8,1,7.7,0.31,7,10,5, Colors Digits Shapes Emotions Actions
0,0,0,2.72,7.23,5.16,3.01,1.43,3.09,0,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication Actions
1,7.95,0.94,1.12,8.09,0.4,0.76,0.69,1.76,1.7,Alphabets Digits Arithmetic Objects Emotions Sound Communication Actions
9,5.67,0,8,7.28,0,6,7.53,0,3, Colors Digits Objects Communication Actions
9,7.02,0,5.22,8.23,0,0,8,1.74,6, Digits Arithmetic Objects Emotions Communication
5.44,5.55,4.75,4.18,0,5,9,7,2.79,4.66,Alphabets Colors Digits Arithmetic Shapes Objects Communication Actions
5.13,4.05,5.64,8.87,3.09,6.93,7,4.65,9,4.87,Alphabets Colors Digits Shapes Sound Actions
3,1.8,6,0.91,1.41,0,0,2,7.37,4.35,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Actions
6.62,0,2.75,0.7,10,7.14,9,1,4,4, Colors Digits Arithmetic Sound Communication Actions
0,8,2.19,5.06,10,2,0.46,4.23,1.38,4,Alphabets Digits Arithmetic Objects Emotions Sound Communication Actions
1,5,0.49,2.54,1.98,0,0.64,3.66,4,2,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
9,10,0,5.77,4.49,0,6.78,5,2.9,1, Digits Arithmetic Shapes Objects Sound Communication Actions
6.23,2.97,4,1.12,9,9,2,9,0,0, Colors Digits Arithmetic Emotions Communication Actions
5,1,6.87,5,6.86,0.15,4.75,9.05,1.62,10,Alphabets Colors Arithmetic Objects Emotions Communication
9,8.64,8.44,4,2.16,7.92,3.69,4,2,3.66, Arithmetic Shapes Emotions Sound Communication Actions
3.78,5.65,0.09,5.24,8.4,3.43,7,2,5,0,Alphabets Colors Digits Arithmetic Objects Sound Communication Actions
2.11,4.36,9,9,2,0,7.27,8.41,3.12,4,Alphabets Colors Shapes Objects Communication Actions
10,0,0,7.69,0,9,7.4,0,1.92,0.68, Colors Digits Shapes Sound Communication Actions
0,3.06,0,5.46,3,1.71,10,5.92,8.4,5.31,Alphabets Colors Digits Arithmetic Shapes Objects Sound Actions
8.26,2.33,0,2.22,0.39,0,10,8,2,6, Colors Digits Arithmetic Shapes Objects Communication
8.47,7.09,7.01,0,0,0,3.98,6.33,4.03,4, Arithmetic Shapes Objects Emotions Communication Actions
0,4,3.77,0,0,2.39,0,1,0,1.45,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
2.5,1,1.43,8.89,8,3,0,5.6,7.21,5.81,Alphabets Colors Digits Objects Emotions Sound Actions
8,9,4.99,2,9,7.45,1,0.38,1.64,3, Digits Arithmetic Emotions Sound Communication Actions
6.91,7.13,0,7,5,1.46,0,1.92,6.4,3.15, Digits Shapes Objects Emotions Sound Actions
4,2,1.81,0,4,6.33,0,5,6.76,0.54,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Actions
1,1.37,0,0,8.6,5,2.92,0.41,5,9,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication
5,0.39,7.86,3.57,0,6.7,0,9.25,9.81,1.5,Alphabets Colors Arithmetic Shapes Emotions Actions
4.74,1.47,5,2,5,0,0,0,5.63,9.04,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication
8.9,6,8.17,0.06,10,2.25,2.82,0.16,2,0, Arithmetic Objects Emotions Sound Communication Actions
3.58,0,7,2.52,7,3.14,5.44,5,7.3,6,Alphabets Colors Arithmetic Objects Emotions Sound
2,0,4.8,3.62,4,7.01,3.82,7,7.12,5.93,Alphabets Colors Digits Arithmetic Shapes Emotions Actions
4.97,4.91,2.57,4,1.31,1.97,1.27,6.47,4,5.7,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Communication Actions
